,movie,chapter,character,dialog,Unnamed: 0,gender,releaseYear,processed_tokens,processed_text,preprocessed_tokens,preprocessed_text
8057,Harry Potter and the Half-Blood Prince,Death Eaters Attack,harry potter,what happened to it  the one at borgin  burkes,612.0,male,2009,"['happen', 'one', 'borgin', 'burke']",happen one borgin burke,"['happen', 'borgin', 'burke']",happen borgin burke
8058,Harry Potter and the Half-Blood Prince,Death Eaters Attack,arthur weasley,nothing  it's still there,613.0,male,2009,"['nothing', 'still']",nothing still,"['nothing', 'still']",nothing still
8059,Harry Potter and the Half-Blood Prince,Death Eaters Attack,arthur weasley,harry  you know i went through all this before  the last time around  times like these  dark times  do funny things to people  it can bring them together and it can tear them apart  things speed up  it's what happens when you don't know if today will be your last,614.0,male,2009,"['harry', 'know', 'I', 'go', 'last', 'time', 'around', 'time', 'like', 'dark', 'time', 'funny', 'thing', 'people', 'bring', 'together', 'tear', 'apart', 'thing', 'speed', 'happen', 'not', 'know', 'today', 'last']",harry know I go last time around time like dark time funny thing people bring together tear apart thing speed happen not know today last,"['harry', 'last', 'time', 'around', 'time', 'like', 'dark', 'time', 'funny', 'thing', 'people', 'bring', 'together', 'tear', 'apart', 'thing', 'speed', 'happen', 'today', 'last']",harry last time around time like dark time funny thing people bring together tear apart thing speed happen today last
8060,Harry Potter and the Half-Blood Prince,Death Eaters Attack,nymphadora tonks,it was delicious molly  really,615.0,female,2009,"['delicious', 'molly', 'really']",delicious molly really,"['delicious', 'molly', 'really']",delicious molly really
8061,Harry Potter and the Half-Blood Prince,Death Eaters Attack,molly weasley,you're sure you won't stay,616.0,female,2009,"['sure', 'not', 'stay']",sure not stay,"['sure', 'stay']",sure stay
8062,Harry Potter and the Half-Blood Prince,Death Eaters Attack,nymphadora tonks,no we should go the first night of the cycle is always the worst,617.0,female,2009,"['go', 'first', 'night', 'cycle', 'always', 'bad']",go first night cycle always bad,"['first', 'night', 'cycle', 'always', 'bad']",first night cycle always bad
8063,Harry Potter and the Half-Blood Prince,Death Eaters Attack,molly weasley,remus,618.0,female,2009,['remus'],remus,['remus'],remus
8064,Harry Potter and the Half-Blood Prince,Death Eaters Attack,ginny weasley,everyone gone to bed,619.0,female,2009,"['everyone', 'go', 'bed']",everyone go bed,"['everyone', 'bed']",everyone bed
8065,Harry Potter and the Half-Blood Prince,Death Eaters Attack,harry potter,soon,620.0,male,2009,['soon'],soon,['soon'],soon
8066,Harry Potter and the Half-Blood Prince,Death Eaters Attack,ginny weasley,i don't sleep these days  so i wash my hair  silly right,621.0,female,2009,"['I', 'not', 'sleep', 'day', 'I', 'wash', 'hair', 'silly', 'right']",I not sleep day I wash hair silly right,"['sleep', 'day', 'wash', 'hair', 'silly', 'right']",sleep day wash hair silly right
8067,Harry Potter and the Half-Blood Prince,Death Eaters Attack,ginny weasley,happy christmas harry,622.0,female,2009,"['happy', 'christmas', 'harry']",happy christmas harry,"['happy', 'christmas', 'harry']",happy christmas harry
8068,Harry Potter and the Half-Blood Prince,Death Eaters Attack,nymphadora tonks,sweetheart,623.0,female,2009,['sweetheart'],sweetheart,['sweetheart'],sweetheart
8069,Harry Potter and the Half-Blood Prince,Death Eaters Attack,remus lupin,there's someone out there  i can smell him  there's more than one,624.0,male,2009,"['someone', 'I', 'smell', 'one']",someone I smell one,"['someone', 'smell']",someone smell
8070,Harry Potter and the Half-Blood Prince,Death Eaters Attack,ginny weasley,oh my god,625.0,female,2009,"['oh', 'god']",oh god,"['oh', 'god']",oh god
8071,Harry Potter and the Half-Blood Prince,Death Eaters Attack,arthur weasley,harry no!,626.0,male,2009,"['harry', '!']",harry !,"['harry', '!']",harry !
8072,Harry Potter and the Half-Blood Prince,Death Eaters Attack,nymphadora tonks,remus!,627.0,female,2009,"['remus', '!']",remus !,"['remus', '!']",remus !
8073,Harry Potter and the Half-Blood Prince,Death Eaters Attack,arthur weasley,ginny stay with your mother!,628.0,male,2009,"['ginny', 'stay', 'mother', '!']",ginny stay mother !,"['ginny', 'stay', 'mother', '!']",ginny stay mother !
8074,Harry Potter and the Half-Blood Prince,Death Eaters Attack,ginny weasley,no harry!  it's a trap!,629.0,female,2009,"['harry', '!', 'trap', '!']",harry ! trap !,"['harry', '!', 'trap', '!']",harry ! trap !
8075,Harry Potter and the Half-Blood Prince,Death Eaters Attack,fenrir greyback,don't you smell clean,630.0,male,2009,"['not', 'smell', 'clean']",not smell clean,"['smell', 'clean']",smell clean
8076,Harry Potter and the Half-Blood Prince,Death Eaters Attack,hermione granger,you have to realize who you are harry,631.0,female,2009,"['realize', 'harry']",realize harry,"['realize', 'harry']",realize harry
8077,Harry Potter and the Half-Blood Prince,Death Eaters Attack,harry potter,i know who i am hermione alright,632.0,male,2009,"['I', 'know', 'I', 'hermione', 'alright']",I know I hermione alright,"['hermione', 'alright']",hermione alright
8078,Harry Potter and the Half-Blood Prince,Death Eaters Attack,hermione granger,sorry so tell me what arthur said,633.0,female,2009,"['sorry', 'tell', 'I', 'arthur', 'say']",sorry tell I arthur say,"['sorry', 'tell', 'arthur']",sorry tell arthur
8079,Harry Potter and the Half-Blood Prince,Death Eaters Attack,harry potter,if dumbledore's traveling places it's news to the ministry  but get this  that night at borgin  burkes  it seems draco was looking at a vanishing cabinet,634.0,male,2009,"['dumbledore', ""'s"", 'travel', 'place', 'news', 'ministry', 'get', 'night', 'borgin', 'burke', 'seem', 'draco', 'look', 'vanish', 'cabinet']",dumbledore 's travel place news ministry get night borgin burke seem draco look vanish cabinet,"['dumbledore', 'travel', 'place', 'news', 'ministry', 'night', 'borgin', 'burke', 'seem', 'draco', 'look', 'vanish', 'cabinet']",dumbledore travel place news ministry night borgin burke seem draco look vanish cabinet
8080,Harry Potter and the Half-Blood Prince,Death Eaters Attack,hermione granger,what would draco want with a vanishing cabinet,635.0,female,2009,"['would', 'draco', 'want', 'vanish', 'cabinet']",would draco want vanish cabinet,"['draco', 'want', 'vanish', 'cabinet']",draco want vanish cabinet
8081,Harry Potter and the Half-Blood Prince,Death Eaters Attack,harry potter,you tell me,636.0,male,2009,"['tell', 'I']",tell I,['tell'],tell
8082,Harry Potter and the Half-Blood Prince,Death Eaters Attack,hermione granger,he looks different don't you think  draco  almost ill,637.0,female,2009,"['look', 'different', 'not', 'think', 'draco', 'almost', 'ill']",look different not think draco almost ill,"['look', 'different', 'think', 'draco', 'almost', 'ill']",look different think draco almost ill
8083,Harry Potter and the Half-Blood Prince,Death Eaters Attack,harry potter,who could tell the difference,638.0,male,2009,"['could', 'tell', 'difference']",could tell difference,"['could', 'tell', 'difference']",could tell difference
8084,Harry Potter and the Half-Blood Prince,Death Eaters Attack,ron weasley,lav c'mon of course i'll wear it,639.0,male,2009,"['lav', 'come', 'course', 'I', 'wear']",lav come course I wear,"['lav', 'course', 'wear']",lav course wear
8085,Harry Potter and the Half-Blood Prince,Death Eaters Attack,lavender brown,that's my wonwon,640.0,female,2009,['wonwon'],wonwon,['wonwon'],wonwon
8086,Harry Potter and the Half-Blood Prince,Death Eaters Attack,hermione granger,excuse me i have to go vomit,641.0,female,2009,"['excuse', 'I', 'I', 'go', 'vomit']",excuse I I go vomit,"['excuse', 'vomit']",excuse vomit
8087,Harry Potter and the Half-Blood Prince,Sluggish Memory,tom riddle,sir is it true that professor merrythought is retiring,642.0,male,2009,"['sir', 'true', 'professor', 'merrythought', 'retire']",sir true professor merrythought retire,"['sir', 'true', 'professor', 'merrythought', 'retire']",sir true professor merrythought retire
8088,Harry Potter and the Half-Blood Prince,Sluggish Memory,horace slughorn,now tom i couldn't tell you if i knew could i  i must say m'boy i'd like to know where you get your information  more knowledgeable than half the staff you are by the way thank you for the pineapple  you're quite right it is my favorite  how is it you knew,643.0,male,2009,"['tom', 'I', 'could', 'not', 'tell', 'I', 'know', 'could', 'I', 'I', 'must', 'say', ""m'boy"", 'I', 'would', 'like', 'know', 'get', 'information', 'knowledgeable', 'half', 'staff', 'way', 'thank', 'pineapple', 'quite', 'right', 'favorite', 'know']",tom I could not tell I know could I I must say m'boy I would like know get information knowledgeable half staff way thank pineapple quite right favorite know,"['tom', 'could', 'tell', 'could', 'must', ""m'boy"", 'like', 'information', 'knowledgeable', 'half', 'staff', 'way', 'thank', 'pineapple', 'quite', 'right', 'favorite']",tom could tell could must m'boy like information knowledgeable half staff way thank pineapple quite right favorite
8089,Harry Potter and the Half-Blood Prince,Sluggish Memory,tom riddle,intuition,644.0,male,2009,['intuition'],intuition,['intuition'],intuition
8090,Harry Potter and the Half-Blood Prince,Sluggish Memory,horace slughorn,good gracious look at the time off you go boys or professor dippett will have us all in detention  lestrange avery don't forget your essays,645.0,male,2009,"['good', 'gracious', 'look', 'time', 'go', 'boy', 'professor', 'dippett', 'detention', 'lestrange', 'avery', 'not', 'forget', 'essay']",good gracious look time go boy professor dippett detention lestrange avery not forget essay,"['good', 'gracious', 'look', 'time', 'boy', 'professor', 'dippett', 'detention', 'lestrange', 'avery', 'forget', 'essay']",good gracious look time boy professor dippett detention lestrange avery forget essay
8091,Harry Potter and the Half-Blood Prince,Sluggish Memory,horace slughorn,look sharp tom  you don't want to be caught out of bed after hours,646.0,male,2009,"['look', 'sharp', 'tom', 'not', 'want', 'catch', 'bed', 'hour']",look sharp tom not want catch bed hour,"['look', 'sharp', 'tom', 'want', 'catch', 'bed', 'hour']",look sharp tom want catch bed hour
8092,Harry Potter and the Half-Blood Prince,Sluggish Memory,tom riddle,i know a secret shortcut or two,647.0,male,2009,"['I', 'know', 'secret', 'shortcut', 'two']",I know secret shortcut two,"['secret', 'shortcut', 'two']",secret shortcut two
8093,Harry Potter and the Half-Blood Prince,Sluggish Memory,horace slughorn,yes i imagine you do  something on your mind tom,648.0,male,2009,"['yes', 'I', 'imagine', 'something', 'mind', 'tom']",yes I imagine something mind tom,"['yes', 'imagine', 'something', 'mind', 'tom']",yes imagine something mind tom
8094,Harry Potter and the Half-Blood Prince,Sluggish Memory,tom riddle,yes sir  i couldn't think of anyone else to go to  the other professors well they're not like you  they might misunderstand,649.0,male,2009,"['yes', 'sir', 'I', 'could', 'not', 'think', 'anyone', 'else', 'go', 'professor', 'well', 'not', 'like', 'might', 'misunderstand']",yes sir I could not think anyone else go professor well not like might misunderstand,"['yes', 'sir', 'could', 'think', 'anyone', 'else', 'professor', 'like', 'might', 'misunderstand']",yes sir could think anyone else professor like might misunderstand
8095,Harry Potter and the Half-Blood Prince,Sluggish Memory,horace slughorn,go on,650.0,male,2009,['go'],go,[],
8096,Harry Potter and the Half-Blood Prince,Sluggish Memory,tom riddle,i was in the library the other night in the restricted section and i read something rather odd about a bit of rare magic and i thought perhaps you could illuminate me,651.0,male,2009,"['I', 'library', 'night', 'restrict', 'section', 'I', 'read', 'something', 'rather', 'odd', 'bit', 'rare', 'magic', 'I', 'think', 'perhaps', 'could', 'illuminate', 'I']",I library night restrict section I read something rather odd bit rare magic I think perhaps could illuminate I,"['library', 'night', 'restrict', 'section', 'read', 'something', 'rather', 'odd', 'bit', 'rare', 'magic', 'think', 'perhaps', 'could', 'illuminate']",library night restrict section read something rather odd bit rare magic think perhaps could illuminate
8097,Harry Potter and the Half-Blood Prince,Sluggish Memory,horace slughorn,i don't know anything about such things and i wouldn't tell you if i did!  now get out of here at once and don't ever let me catch you mentioning it again!,652.0,male,2009,"['I', 'not', 'know', 'anything', 'thing', 'I', 'would', 'not', 'tell', 'I', '!', 'get', 'not', 'ever', 'let', 'I', 'catch', 'mention', '!']",I not know anything thing I would not tell I ! get not ever let I catch mention !,"['anything', 'thing', 'tell', '!', 'ever', 'let', 'catch', 'mention', '!']",anything thing tell ! ever let catch mention !
8098,Harry Potter and the Half-Blood Prince,Sluggish Memory,albus dumbledore,confused  i would be surprised if you weren't,653.0,male,2009,"['confuse', 'I', 'would', 'surprised', 'not']",confuse I would surprised not,"['confuse', 'surprised']",confuse surprised
8099,Harry Potter and the Half-Blood Prince,Sluggish Memory,harry potter,i don't understand  what happened,654.0,male,2009,"['I', 'not', 'understand', 'happen']",I not understand happen,"['understand', 'happen']",understand happen
8100,Harry Potter and the Half-Blood Prince,Sluggish Memory,albus dumbledore,this is perhaps the most important memory i've collected  it's also a lie this memory has been tampered with  in this case by the person whose memory it is our friend professor slughorn,655.0,male,2009,"['perhaps', 'important', 'memory', 'I', 'collect', 'also', 'lie', 'memory', 'tamper', 'case', 'person', 'whose', 'memory', 'friend', 'professor', 'slughorn']",perhaps important memory I collect also lie memory tamper case person whose memory friend professor slughorn,"['perhaps', 'important', 'memory', 'collect', 'also', 'lie', 'memory', 'tamper', 'case', 'person', 'whose', 'memory', 'friend', 'professor', 'slughorn']",perhaps important memory collect also lie memory tamper case person whose memory friend professor slughorn
8101,Harry Potter and the Half-Blood Prince,Sluggish Memory,harry potter,but why would he tamper with his own memory,656.0,male,2009,"['would', 'tamper', 'memory']",would tamper memory,"['tamper', 'memory']",tamper memory
8102,Harry Potter and the Half-Blood Prince,Sluggish Memory,albus dumbledore,i suspect he is ashamed of it,657.0,male,2009,"['I', 'suspect', 'ashamed']",I suspect ashamed,"['suspect', 'ashamed']",suspect ashamed
8105,Harry Potter and the Half-Blood Prince,Sluggish Memory,albus dumbledore,i asked you to get to know professor slughorn and you've done so,660.0,male,2009,"['I', 'ask', 'get', 'know', 'professor', 'slughorn']",I ask get know professor slughorn,"['ask', 'professor', 'slughorn']",ask professor slughorn
8106,Harry Potter and the Half-Blood Prince,Sluggish Memory,albus dumbledore,now i want you to persuade him to divulge his true memory  any way you can,661.0,male,2009,"['I', 'want', 'persuade', 'divulge', 'true', 'memory', 'way']",I want persuade divulge true memory way,"['want', 'persuade', 'divulge', 'true', 'memory', 'way']",want persuade divulge true memory way
8108,Harry Potter and the Half-Blood Prince,Sluggish Memory,albus dumbledore,you're the chosen one harry  and horace is at heart a decent man provide the proper circumstances and he will confess his sins,663.0,male,2009,"['choose', 'one', 'harry', 'horace', 'heart', 'decent', 'man', 'provide', 'proper', 'circumstance', 'confess', 'sin']",choose one harry horace heart decent man provide proper circumstance confess sin,"['choose', 'harry', 'horace', 'heart', 'decent', 'man', 'provide', 'proper', 'circumstance', 'confess', 'sin']",choose harry horace heart decent man provide proper circumstance confess sin
8109,Harry Potter and the Half-Blood Prince,Sluggish Memory,albus dumbledore,this memory is everything harry without it we are blind without it we leave the fate of our world to chance  you have no choice you must not fail,664.0,male,2009,"['memory', 'everything', 'harry', 'without', 'blind', 'without', 'leave', 'fate', 'world', 'chance', 'choice', 'must', 'not', 'fail']",memory everything harry without blind without leave fate world chance choice must not fail,"['memory', 'everything', 'harry', 'without', 'blind', 'without', 'leave', 'fate', 'world', 'chance', 'choice', 'must', 'fail']",memory everything harry without blind without leave fate world chance choice must fail
8110,Harry Potter and the Half-Blood Prince,Perilous Potions,horace slughorn,now don't forget to look over the chapter on antidotes  i'll be poisoning one of you next time we meet  i'm joking!  off you go! don't forget your rattails miss alys,665.0,male,2009,"['not', 'forget', 'look', 'chapter', 'antidote', 'I', 'poison', 'one', 'next', 'time', 'meet', 'I', 'joke', '!', 'go', '!', 'not', 'forget', 'rattail', 'miss', 'alys']",not forget look chapter antidote I poison one next time meet I joke ! go ! not forget rattail miss alys,"['forget', 'look', 'chapter', 'antidote', 'poison', 'next', 'time', 'meet', 'joke', '!', '!', 'forget', 'rattail', 'miss', 'alys']",forget look chapter antidote poison next time meet joke ! ! forget rattail miss alys
8111,Harry Potter and the Half-Blood Prince,Perilous Potions,horace slughorn,ah! if it isn't the prince of potions himself!  to what do i owe the pleasure,666.0,male,2009,"['ah', '!', 'not', 'prince', 'potion', '!', 'I', 'owe', 'pleasure']",ah ! not prince potion ! I owe pleasure,"['ah', '!', 'prince', 'potion', '!', 'owe', 'pleasure']",ah ! prince potion ! owe pleasure
8112,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,well sir i wondered if i might ask you something,667.0,male,2009,"['well', 'sir', 'I', 'wonder', 'I', 'might', 'ask', 'something']",well sir I wonder I might ask something,"['sir', 'wonder', 'might', 'ask', 'something']",sir wonder might ask something
8113,Harry Potter and the Half-Blood Prince,Perilous Potions,horace slughorn,ask away my dear boy ask away!,668.0,male,2009,"['ask', 'away', 'dear', 'boy', 'ask', 'away', '!']",ask away dear boy ask away !,"['ask', 'away', 'dear', 'boy', 'ask', 'away', '!']",ask away dear boy ask away !
8114,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,well you see the other day i was in the restricted section  in the library  and i stumbled upon something rather odd while reading  something about a bit of rare magic,669.0,male,2009,"['well', 'see', 'day', 'I', 'restricted', 'section', 'library', 'I', 'stumble', 'upon', 'something', 'rather', 'odd', 'read', 'something', 'bit', 'rare', 'magic']",well see day I restricted section library I stumble upon something rather odd read something bit rare magic,"['day', 'restricted', 'section', 'library', 'stumble', 'upon', 'something', 'rather', 'odd', 'read', 'something', 'bit', 'rare', 'magic']",day restricted section library stumble upon something rather odd read something bit rare magic
8115,Harry Potter and the Half-Blood Prince,Perilous Potions,horace slughorn,yes  and exactly what was this rare magic,670.0,male,2009,"['yes', 'exactly', 'rare', 'magic']",yes exactly rare magic,"['yes', 'exactly', 'rare', 'magic']",yes exactly rare magic
8116,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,i'm not sure that is i don't recall the name exactly  but it got me wondering are there some kinds of magic you're not allowed to teach,671.0,male,2009,"['I', 'not', 'sure', 'I', 'not', 'recall', 'name', 'exactly', 'get', 'I', 'wonder', 'kind', 'magic', 'not', 'allow', 'teach']",I not sure I not recall name exactly get I wonder kind magic not allow teach,"['sure', 'recall', 'name', 'exactly', 'wonder', 'kind', 'magic', 'allow', 'teach']",sure recall name exactly wonder kind magic allow teach
8117,Harry Potter and the Half-Blood Prince,Perilous Potions,horace slughorn,i'm a potions professor harry perhaps your question would best be posed to professor snape,672.0,male,2009,"['I', 'potion', 'professor', 'harry', 'perhaps', 'question', 'would', 'well', 'pose', 'professor', 'snape']",I potion professor harry perhaps question would well pose professor snape,"['potion', 'professor', 'harry', 'perhaps', 'question', 'pose', 'professor', 'snape']",potion professor harry perhaps question pose professor snape
8118,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,yes well we don't exactly see eyetoeye sir  what i mean to say is he's not like you  he might misunderstand,673.0,male,2009,"['yes', 'well', 'not', 'exactly', 'see', 'eyetoeye', 'sir', 'I', 'mean', 'say', 'not', 'like', 'might', 'misunderstand']",yes well not exactly see eyetoeye sir I mean say not like might misunderstand,"['yes', 'exactly', 'eyetoeye', 'sir', 'mean', 'like', 'might', 'misunderstand']",yes exactly eyetoeye sir mean like might misunderstand
8119,Harry Potter and the Half-Blood Prince,Perilous Potions,horace slughorn,there can be no light without the dark  and so it is with magic myself i have always strived to live within the light  i suggest you do the same,674.0,male,2009,"['light', 'without', 'dark', 'magic', 'I', 'always', 'strive', 'live', 'within', 'light', 'I', 'suggest']",light without dark magic I always strive live within light I suggest,"['light', 'without', 'dark', 'magic', 'always', 'strive', 'live', 'within', 'light', 'suggest']",light without dark magic always strive live within light suggest
8120,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,did you say the same to tom riddle sir  when he came asking questions,675.0,male,2009,"['say', 'tom', 'riddle', 'sir', 'came', 'ask', 'question']",say tom riddle sir came ask question,"['tom', 'riddle', 'sir', 'came', 'ask', 'question']",tom riddle sir came ask question
8121,Harry Potter and the Half-Blood Prince,Perilous Potions,horace slughorn,dumbledore put you up to this didn't he  didn't he!,676.0,male,2009,"['dumbledore', 'put', 'not', 'not', '!']",dumbledore put not not !,"['dumbledore', 'put', '!']",dumbledore put !
8123,Harry Potter and the Half-Blood Prince,Perilous Potions,hermione granger,dead did you actually expect you could just walk up to ol' sluggy and ask him to reveal his deepest darkest secret  honestly harry sometimes i think the daily prophet should call you the dim one,678.0,female,2009,"['dead', 'actually', 'expect', 'could', 'walk', 'old', 'sluggy', 'ask', 'reveal', 'deep', 'dark', 'secret', 'honestly', 'harry', 'sometimes', 'I', 'think', 'daily', 'prophet', 'call', 'dim', 'one']",dead actually expect could walk old sluggy ask reveal deep dark secret honestly harry sometimes I think daily prophet call dim one,"['dead', 'actually', 'expect', 'could', 'walk', 'old', 'sluggy', 'ask', 'reveal', 'deep', 'dark', 'secret', 'honestly', 'harry', 'sometimes', 'think', 'daily', 'prophet', 'call', 'dim']",dead actually expect could walk old sluggy ask reveal deep dark secret honestly harry sometimes think daily prophet call dim
8124,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,nice,679.0,male,2009,['nice'],nice,['nice'],nice
8125,Harry Potter and the Half-Blood Prince,Perilous Potions,hermione granger,you're going to have to persuade him somehow  and now i'm afraid you've made it a lot harder,680.0,female,2009,"['go', 'persuade', 'somehow', 'I', 'afraid', 'make', 'lot', 'hard']",go persuade somehow I afraid make lot hard,"['persuade', 'somehow', 'afraid', 'make', 'lot', 'hard']",persuade somehow afraid make lot hard
8126,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,hermione  i think malfoy's leaving the castle,681.0,male,2009,"['hermione', 'I', 'think', 'malfoy', ""'s"", 'leave', 'castle']",hermione I think malfoy 's leave castle,"['hermione', 'think', 'malfoy', 'leave', 'castle']",hermione think malfoy leave castle
8127,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,i've seen it  sometimes sometimes he just disappears off the map,682.0,male,2009,"['I', 'see', 'sometimes', 'sometimes', 'disappear', 'map']",I see sometimes sometimes disappear map,"['sometimes', 'sometimes', 'disappear', 'map']",sometimes sometimes disappear map
8128,Harry Potter and the Half-Blood Prince,Perilous Potions,hermione granger,that's not possible  no one can leave the castle these days the map is wrong,683.0,female,2009,"['not', 'possible', 'one', 'leave', 'castle', 'day', 'map', 'wrong']",not possible one leave castle day map wrong,"['possible', 'leave', 'castle', 'day', 'map', 'wrong']",possible leave castle day map wrong
8129,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,the map is never wrong,684.0,male,2009,"['map', 'never', 'wrong']",map never wrong,"['map', 'never', 'wrong']",map never wrong
8130,Harry Potter and the Half-Blood Prince,Perilous Potions,ron weasley,it's beautiful isn't it  the moon,685.0,male,2009,"['beautiful', 'not', 'moon']",beautiful not moon,"['beautiful', 'moon']",beautiful moon
8131,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,divine  had ourselves a little latenight snack did we,686.0,male,2009,"['divine', 'little', 'latenight', 'snack']",divine little latenight snack,"['divine', 'little', 'latenight', 'snack']",divine little latenight snack
8132,Harry Potter and the Half-Blood Prince,Perilous Potions,ron weasley,it was on your bed  the box thought i'd try one,687.0,male,2009,"['bed', 'box', 'think', 'I', 'would', 'try', 'one']",bed box think I would try one,"['bed', 'box', 'think', 'try']",bed box think try
8133,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,or twenty,688.0,male,2009,['twenty'],twenty,['twenty'],twenty
8134,Harry Potter and the Half-Blood Prince,Perilous Potions,ron weasley,i can't stop thinking about her harry,689.0,male,2009,"['I', 'not', 'stop', 'think', 'harry']",I not stop think harry,"['stop', 'think', 'harry']",stop think harry
8135,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,really  honestly i reckoned she was starting to annoy you,690.0,male,2009,"['really', 'honestly', 'I', 'reckon', 'start', 'annoy']",really honestly I reckon start annoy,"['really', 'honestly', 'reckon', 'start', 'annoy']",really honestly reckon start annoy
8136,Harry Potter and the Half-Blood Prince,Perilous Potions,ron weasley,she could never annoy me  i think i think i love her,691.0,male,2009,"['could', 'never', 'annoy', 'I', 'I', 'think', 'I', 'think', 'I', 'love']",could never annoy I I think I think I love,"['could', 'never', 'annoy', 'think', 'think', 'love']",could never annoy think think love
8137,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,excuse me,692.0,male,2009,"['excuse', 'I']",excuse I,['excuse'],excuse
8139,Harry Potter and the Half-Blood Prince,Perilous Potions,ron weasley,do you think she knows i exist,694.0,male,2009,"['think', 'know', 'I', 'exist']",think know I exist,"['think', 'exist']",think exist
8140,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,bloody well hope so  she's been snogging you for three months,695.0,male,2009,"['bloody', 'well', 'hope', 'snog', 'three', 'month']",bloody well hope snog three month,"['bloody', 'hope', 'snog', 'three', 'month']",bloody hope snog three month
8141,Harry Potter and the Half-Blood Prince,Perilous Potions,ron weasley,snogging  who're you talking about,696.0,male,2009,"['snog', 'talk']",snog talk,"['snog', 'talk']",snog talk
8142,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,who're you talking about,697.0,male,2009,['talk'],talk,['talk'],talk
8143,Harry Potter and the Half-Blood Prince,Perilous Potions,ron weasley,romilda of course  romilda vane,698.0,male,2009,"['romilda', 'course', 'romilda', 'vane']",romilda course romilda vane,"['romilda', 'course', 'romilda', 'vane']",romilda course romilda vane
8144,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,okay  very funny,699.0,male,2009,"['okay', 'funny']",okay funny,"['okay', 'funny']",okay funny
8145,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,what the hell was that for,700.0,male,2009,['hell'],hell,['hell'],hell
8146,Harry Potter and the Half-Blood Prince,Perilous Potions,ron weasley,it's no joke!  i'm in love with her!,701.0,male,2009,"['joke', '!', 'I', 'love', '!']",joke ! I love !,"['joke', '!', 'love', '!']",joke ! love !
8147,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,okay!  fine!  you're in love with her!  have you ever actually met her!,702.0,male,2009,"['okay', '!', 'fine', '!', 'love', '!', 'ever', 'actually', 'meet', '!']",okay ! fine ! love ! ever actually meet !,"['okay', '!', 'fine', '!', 'love', '!', 'ever', 'actually', 'meet', '!']",okay ! fine ! love ! ever actually meet !
8148,Harry Potter and the Half-Blood Prince,Perilous Potions,ron weasley,no  can you introduce me,703.0,male,2009,"['introduce', 'I']",introduce I,['introduce'],introduce
8149,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,ron these chocolates they're  c'mon  i'm going to introduce you to romilda vane,704.0,male,2009,"['ron', 'chocolate', 'come', 'I', 'go', 'introduce', 'romilda', 'vane']",ron chocolate come I go introduce romilda vane,"['ron', 'chocolate', 'introduce', 'romilda', 'vane']",ron chocolate introduce romilda vane
8150,Harry Potter and the Half-Blood Prince,Perilous Potions,ron weasley,how do i look,705.0,male,2009,"['I', 'look']",I look,['look'],look
8151,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,devastatingly handsome,706.0,male,2009,"['devastatingly', 'handsome']",devastatingly handsome,"['devastatingly', 'handsome']",devastatingly handsome
8152,Harry Potter and the Half-Blood Prince,Perilous Potions,horace slughorn,damn it all!,707.0,male,2009,"['damn', '!']",damn !,"['damn', '!']",damn !
8153,Harry Potter and the Half-Blood Prince,Perilous Potions,horace slughorn,yes!!!! oh  potter  it's you  i'm afraid i'm busy at the moment,708.0,male,2009,"['yes', '!', '!', '!', '!', 'oh', 'potter', 'I', 'afraid', 'I', 'busy', 'moment']",yes ! ! ! ! oh potter I afraid I busy moment,"['yes', '!', '!', '!', '!', 'oh', 'potter', 'afraid', 'busy', 'moment']",yes ! ! ! ! oh potter afraid busy moment
8154,Harry Potter and the Half-Blood Prince,Perilous Potions,harry potter,sir  i'm sorry  i wouldn't bother you if it weren't absolutely,709.0,male,2009,"['sir', 'I', 'sorry', 'I', 'would', 'not', 'bother', 'not', 'absolutely']",sir I sorry I would not bother not absolutely,"['sir', 'sorry', 'bother', 'absolutely']",sir sorry bother absolutely
8155,Harry Potter and the Half-Blood Prince,Perilous Potions,ron weasley,where's romilda,710.0,male,2009,['romilda'],romilda,['romilda'],romilda
8156,Harry Potter and the Half-Blood Prince,Perilous Potions,horace slughorn,what's the matter with wenby,711.0,male,2009,"['matter', 'wenby']",matter wenby,"['matter', 'wenby']",matter wenby
